StrategyName,EntryTime,LastModTime,State,LastUpdateType,Symbol,Side,Type,TIF,Price,Quantity,DisplayQuantity,FilledQty,Remains,AvgFillPrice,ExecutionCost,Account,Trader,Broker,MarketCenter,OrderId,Tag,Reason,Closure
Taker,2021-Nov-05 13:30:30,2021-Nov-05 13:31:08.086834,FILLED,FILL,IBM,SELL,LIMIT,DAY,121.810000,-100,0,-100,0,121.810000,0.392854,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081505,,,
Taker,2021-Nov-05 13:30:30,2021-Nov-05 13:31:27.010000,CANCELLED,CANCEL,DIS,SELL,LIMIT,DAY,175.000000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081506,,,
Taker,2021-Nov-05 13:30:31,2021-Nov-05 13:31:34.010000,CANCELLED,CANCEL,CRM,BUY,LIMIT,DAY,308.800000,100,0,0,100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081507,,,
Taker,2021-Nov-05 13:30:31,2021-Nov-05 13:30:56.010000,CANCELLED,CANCEL,BA,BUY,LIMIT,DAY,206.570000,100,0,0,100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081508,,,
Taker,2021-Nov-05 13:30:33,2021-Nov-05 13:30:46.010000,CANCELLED,CANCEL,MSFT,SELL,LIMIT,DAY,337.680000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081509,,,
Taker,2021-Nov-05 13:30:36,2021-Nov-05 13:31:01.010000,CANCELLED,CANCEL,AXP,BUY,LIMIT,DAY,176.580000,100,0,0,100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081510,,,
Taker,2021-Nov-05 13:30:39,2021-Nov-05 13:31:19.010000,CANCELLED,CANCEL,DOW,BUY,LIMIT,DAY,55.680000,100,0,0,100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081511,,,
Taker,2021-Nov-05 13:30:40,2021-Nov-05 13:31:23.300043,CANCELLED,CANCEL,GS,BUY,LIMIT,DAY,411.030000,100,0,0,100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081512,,,
Taker,2021-Nov-05 13:30:41,2021-Nov-05 13:32:05.010000,CANCELLED,CANCEL,CVX,SELL,LIMIT,DAY,114.300000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081513,,,
Taker,2021-Nov-05 13:30:42,2021-Nov-05 13:31:01.010000,CANCELLED,CANCEL,CSCO,SELL,LIMIT,DAY,58.180000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081514,,,
Taker,2021-Nov-05 13:30:48,2021-Nov-05 13:31:01.743644,FILLED,FILL,MSFT,BUY,LIMIT,DAY,337.490000,100,0,100,0,337.490000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081515,,,
Taker,2021-Nov-05 13:31:01,2021-Nov-05 13:31:12.010000,CANCELLED,CANCEL,BA,SELL,LIMIT,DAY,224.870000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081516,,,
Taker,2021-Nov-05 13:31:02,2021-Nov-05 13:31:02.096240,FILLED,FILL,MSFT,SELL,LIMIT,DAY,337.490000,-100,0,-100,0,337.490000,0.875978,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081517,,,
Taker,2021-Nov-05 13:31:04,2021-Nov-05 13:32:17.010000,CANCELLED,CANCEL,HD,SELL,LIMIT,DAY,373.320000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081518,,,
Taker,2021-Nov-05 13:31:06,2021-Nov-05 13:31:37.010000,CANCELLED,CANCEL,AXP,SELL,LIMIT,DAY,176.400000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081519,,,
Taker,2021-Nov-05 13:31:09,2021-Nov-05 13:33:45.427426,FILLED,FILL,IBM,BUY,LIMIT,DAY,121.750000,100,0,100,0,121.750000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081520,,,
Taker,2021-Nov-05 13:31:11,2021-Nov-05 13:31:11.870733,FILLED,FILL,CSCO,BUY,LIMIT,DAY,57.380000,100,0,100,0,57.380000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081521,,,
Taker,2021-Nov-05 13:31:12,2021-Nov-05 20:00:00,CANCELLED,CANCEL,CSCO,SELL,LIMIT,DAY,57.940000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081522,,,
Taker,2021-Nov-05 13:31:16,2021-Nov-05 13:31:36.010000,CANCELLED,CANCEL,MSFT,SELL,LIMIT,DAY,337.690000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081523,,,
Taker,2021-Nov-05 13:31:16,2021-Nov-05 13:31:18.010000,CANCELLED,CANCEL,BA,BUY,LIMIT,DAY,219.290000,100,0,72,28,219.290000,0.086400,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081524,,,
Taker,2021-Nov-05 13:31:19,2021-Nov-05 13:32:59.010000,CANCELLED,CANCEL,BA,SELL,LIMIT,DAY,224.870000,-72,0,0,-72,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081525,,,
Taker,2021-Nov-05 13:31:38,2021-Nov-05 13:32:20.010000,CANCELLED,CANCEL,DIS,BUY,LIMIT,DAY,172.870000,100,0,0,100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081526,,,
Taker,2021-Nov-05 13:31:40,2021-Nov-05 13:32:07.474316,CANCELLED,CANCEL,HON,SELL,LIMIT,DAY,224.300000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081527,,,
Taker,2021-Nov-05 13:31:42,2021-Nov-05 13:31:42.676598,FILLED,FILL,MSFT,BUY,LIMIT,DAY,337.530000,100,0,100,0,337.530000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081528,,,
Taker,2021-Nov-05 13:31:42,2021-Nov-05 13:32:03.010000,CANCELLED,CANCEL,CRM,BUY,LIMIT,DAY,294.040000,100,0,0,100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081529,,,
Taker,2021-Nov-05 13:31:43,2021-Nov-05 13:31:44.089235,FILLED,FILL,MSFT,SELL,LIMIT,DAY,337.590000,-100,0,-100,0,337.590000,0.876202,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081530,,,
Taker,2021-Nov-05 13:31:46,2021-Nov-05 13:31:46.099078,FILLED,FILL,MSFT,BUY,LIMIT,DAY,337.710000,100,0,100,0,337.710000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081531,,,
Taker,2021-Nov-05 13:31:47,2021-Nov-05 13:37:35.010000,CANCELLED,CANCEL,MSFT,SELL,LIMIT,DAY,337.640000,-100,0,-50,-50,337.640000,0.438157,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081532,,,
