StrategyName,EntryTime,LastModTime,State,LastUpdateType,Symbol,Side,Type,TIF,Price,Quantity,DisplayQuantity,FilledQty,Remains,AvgFillPrice,ExecutionCost,Account,Trader,Broker,MarketCenter,OrderId,Tag,Reason,Closure
Taker,2021-Nov-05 13:41:03,2021-Nov-05 13:42:02.010000,CANCELLED,CANCEL,MSFT,SELL,LIMIT,DAY,348.170000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081191,,,
Taker,2021-Nov-05 13:42:05,2021-Nov-05 13:42:26.010000,CANCELLED,CANCEL,MSFT,BUY,LIMIT,DAY,336.420000,100,0,0,100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081192,,,
Taker,2021-Nov-05 13:42:29,2021-Nov-05 13:43:45.010000,CANCELLED,CANCEL,MSFT,SELL,LIMIT,DAY,348.170000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081193,,,
Taker,2021-Nov-05 13:43:47,2021-Nov-05 13:43:49.340471,FILLED,FILL,MSFT,BUY,LIMIT,DAY,336.300000,100,0,100,0,336.300000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081194,,,
Taker,2021-Nov-05 13:43:50,2021-Nov-05 13:45:03.571236,FILLED,FILL,MSFT,SELL,LIMIT,DAY,336.270000,-100,0,-100,0,336.270000,0.873245,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081195,,,
Taker,2021-Nov-05 13:45:05,2021-Nov-05 13:45:06.511396,FILLED,FILL,MSFT,BUY,LIMIT,DAY,336.380000,100,0,100,0,336.380000,0.120000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081196,,,
Taker,2021-Nov-05 13:45:07,2021-Nov-05 13:45:16.359184,FILLED,FILL,MSFT,SELL,LIMIT,DAY,336.420000,-100,0,-100,0,336.420000,0.873581,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081197,,,
Taker,2021-Nov-05 13:45:18,2021-Nov-05 13:45:49.010000,CANCELLED,CANCEL,MSFT,BUY,LIMIT,DAY,335.990000,100,0,0,100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081198,,,
Taker,2021-Nov-05 13:45:57,2021-Nov-05 13:46:32.010000,CANCELLED,CANCEL,MSFT,BUY,LIMIT,DAY,333.880000,100,0,0,100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081199,,,
Taker,2021-Nov-05 13:46:36,2021-Nov-05 13:47:11.010000,CANCELLED,CANCEL,MSFT,SELL,LIMIT,DAY,348.170000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081200,,,
Taker,2021-Nov-05 13:47:25,2021-Nov-05 13:48:15.010000,CANCELLED,CANCEL,MSFT,BUY,LIMIT,DAY,333.880000,100,0,0,100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081201,,,
Taker,2021-Nov-05 13:48:21,2021-Nov-05 13:48:54.965563,FILLED,FILL,MSFT,SELL,LIMIT,DAY,336.870000,-100,0,-100,0,336.870000,0.874589,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081202,,,
Taker,2021-Nov-05 13:48:55,2021-Nov-05 13:48:57.407269,FILLED,FILL,MSFT,BUY,LIMIT,DAY,336.870000,200,0,200,0,336.870000,0.240000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081203,,,
Taker,2021-Nov-05 13:48:58,2021-Nov-05 20:00:00,CANCELLED,CANCEL,MSFT,SELL,LIMIT,DAY,348.170000,-100,0,0,-100,0.000000,0.000000,SIM-1001-101,dlariviere,FILL_SIMULATOR,NASDAQ,367709330081204,,,
