Name,Time,Cumulative PnL
Toy,2021-Nov-05 17:04:33.278228,-53.335191
Toy,2021-Nov-05 17:05:35.230796,-30.335191
Toy,2021-Nov-05 17:06:36.733510,-28.335191
Toy,2021-Nov-05 17:07:39.132303,-13.335191
Toy,2021-Nov-05 17:08:41.825079,-101.335191
Toy,2021-Nov-05 17:09:44.132701,-101.335191
Toy,2021-Nov-05 17:10:45.455363,-101.335191
Toy,2021-Nov-05 17:11:46.517879,0.664809
Toy,2021-Nov-05 17:12:47.173251,7.664809
Toy,2021-Nov-05 17:13:48.345195,4.664809
Toy,2021-Nov-05 17:14:50.996698,-101.335191
Toy,2021-Nov-05 17:15:52.591601,-101.335191
Toy,2021-Nov-05 17:16:53.027117,6.664809
Toy,2021-Nov-05 17:17:54.536311,-101.335191
Toy,2021-Nov-05 17:18:56.460083,-101.335191
Toy,2021-Nov-05 17:19:58.172933,-9.335191
Toy,2021-Nov-05 17:20:59.396712,-1.335191
Toy,2021-Nov-05 17:22:00.133191,0.664809
Toy,2021-Nov-05 17:23:00.983479,6.664809
Toy,2021-Nov-05 17:24:03.576733,12.664809
Toy,2021-Nov-05 17:25:04.421312,23.664809
Toy,2021-Nov-05 17:26:05.990718,59.664809
Toy,2021-Nov-05 17:27:06.661700,-101.335191
Toy,2021-Nov-05 17:28:09.151265,82.664809
Toy,2021-Nov-05 17:29:10.146612,-101.335191
Toy,2021-Nov-05 17:30:11.060129,143.664809
Toy,2021-Nov-05 17:31:11.597966,-101.335191
Toy,2021-Nov-05 17:32:12.836026,105.664809
Toy,2021-Nov-05 17:33:13.133288,101.664809
Toy,2021-Nov-05 17:34:15.299723,-101.335191
Toy,2021-Nov-05 17:35:17.463793,-101.335191
Toy,2021-Nov-05 17:36:19.012794,95.664809
Toy,2021-Nov-05 17:37:20.857425,109.664809
Toy,2021-Nov-05 17:38:23.482166,-101.335191
Toy,2021-Nov-05 17:39:24.351740,118.664809
Toy,2021-Nov-05 17:40:27.579160,117.664809
Toy,2021-Nov-05 17:41:27.954547,114.664809
Toy,2021-Nov-05 17:42:29.458716,116.664809
Toy,2021-Nov-05 17:43:30.019389,-101.335191
Toy,2021-Nov-05 17:44:31.165416,126.664809
Toy,2021-Nov-05 17:45:32.481083,133.664809
Toy,2021-Nov-05 17:46:34.618845,137.664809
Toy,2021-Nov-05 17:47:39.292623,137.664809
Toy,2021-Nov-05 17:48:45.682011,124.664809
Toy,2021-Nov-05 17:49:47.530554,-101.335191
Toy,2021-Nov-05 17:50:51.251024,-101.335191
Toy,2021-Nov-05 17:51:54.206153,101.664809
Toy,2021-Nov-05 17:52:56.620535,99.664809
Toy,2021-Nov-05 17:53:59.394179,109.664809
Toy,2021-Nov-05 17:55:01.922445,115.664809
Toy,2021-Nov-05 17:56:02.829649,128.664809
Toy,2021-Nov-05 17:57:04.633341,116.664809
Toy,2021-Nov-05 17:58:14.701209,124.664809
Toy,2021-Nov-05 17:59:15.491275,99.664809
Toy,2021-Nov-05 18:00:18.419652,102.664809
Toy,2021-Nov-05 18:01:19.369041,-101.335191
Toy,2021-Nov-05 18:02:19.745931,101.664809
Toy,2021-Nov-05 18:03:20.632334,93.664809
Toy,2021-Nov-05 18:04:21.604822,87.664809
Toy,2021-Nov-05 18:05:25.077977,91.664809
Toy,2021-Nov-05 18:06:26.041831,70.664809
Toy,2021-Nov-05 18:07:27.605810,-101.335191
Toy,2021-Nov-05 18:08:30.159911,85.664809
Toy,2021-Nov-05 18:09:36.156356,76.664809
Toy,2021-Nov-05 18:10:41.436399,-101.335191
Toy,2021-Nov-05 18:11:41.725757,88.664809
Toy,2021-Nov-05 18:12:44.273108,-101.335191
Toy,2021-Nov-05 18:13:46.305350,60.664809
Toy,2021-Nov-05 18:14:47.211013,59.664809
Toy,2021-Nov-05 18:15:48.979301,45.664809
Toy,2021-Nov-05 18:16:50.709886,-101.335191
Toy,2021-Nov-05 18:17:52.336669,-101.335191
Toy,2021-Nov-05 18:18:53.132412,43.664809
Toy,2021-Nov-05 18:19:54.946935,50.664809
Toy,2021-Nov-05 18:21:00.007845,-101.335191
Toy,2021-Nov-05 18:22:03.043271,65.664809
Toy,2021-Nov-05 18:23:03.973617,69.664809
Toy,2021-Nov-05 18:24:06.024919,64.664809
Toy,2021-Nov-05 18:25:07.458955,65.664809
Toy,2021-Nov-05 18:26:08.185870,71.664809
Toy,2021-Nov-05 18:27:08.847855,56.664809
Toy,2021-Nov-05 18:28:09.040987,53.664809
Toy,2021-Nov-05 18:29:13.997085,-101.335191
Toy,2021-Nov-05 18:30:14.926528,-101.335191
Toy,2021-Nov-05 18:31:17.618004,-101.335191
Toy,2021-Nov-05 18:32:19.059273,46.664809
Toy,2021-Nov-05 18:33:20.427275,-101.335191
Toy,2021-Nov-05 18:34:21.018379,-101.335191
Toy,2021-Nov-05 18:35:23.208011,60.664809
Toy,2021-Nov-05 18:36:23.819878,53.664809
Toy,2021-Nov-05 18:37:26.286027,-101.335191
Toy,2021-Nov-05 18:38:32.171053,41.664809
Toy,2021-Nov-05 18:39:33.942317,-101.335191
Toy,2021-Nov-05 18:40:36.903302,31.664809
Toy,2021-Nov-05 18:41:37.972685,-101.335191
Toy,2021-Nov-05 18:42:39.544332,-101.335191
Toy,2021-Nov-05 18:43:41.871403,38.664809
Toy,2021-Nov-05 18:44:42.809519,42.664809
Toy,2021-Nov-05 18:45:44.738543,-101.335191
Toy,2021-Nov-05 18:46:45.919313,30.664809
Toy,2021-Nov-05 18:47:47.930349,14.664809
Toy,2021-Nov-05 18:48:49.892926,30.664809
Toy,2021-Nov-05 18:49:51.359937,28.664809
Toy,2021-Nov-05 18:50:52.962617,32.664809
Toy,2021-Nov-05 18:51:53.203373,35.664809
Toy,2021-Nov-05 18:52:54.537915,41.664809
Toy,2021-Nov-05 18:53:55.345267,35.664809
Toy,2021-Nov-05 18:54:56.813987,31.664809
Toy,2021-Nov-05 18:55:57.840860,16.664809
Toy,2021-Nov-05 18:56:59.535132,16.664809
Toy,2021-Nov-05 18:58:00.678800,38.664809
Toy,2021-Nov-05 18:59:02.664482,-101.335191
Toy,2021-Nov-05 19:00:04.025060,-101.335191
Toy,2021-Nov-05 19:01:05.279905,-101.335191
Toy,2021-Nov-05 19:02:09.948903,39.664809
Toy,2021-Nov-05 19:03:11.185579,64.664809
Toy,2021-Nov-05 19:04:11.665722,56.664809
Toy,2021-Nov-05 19:05:12.696442,64.664809
Toy,2021-Nov-05 19:06:13.795974,-101.335191
Toy,2021-Nov-05 19:07:14.450199,-101.335191
Toy,2021-Nov-05 19:08:16.391454,33.664809
Toy,2021-Nov-05 19:09:17.680122,22.664809
Toy,2021-Nov-05 19:10:19.245494,21.664809
Toy,2021-Nov-05 19:11:22.411699,-101.335191
Toy,2021-Nov-05 19:12:24.612107,9.664809
