StrategyName,TradeTime,Symbol,Quantity,Price,ExecutionCost,LiquidityAction,LiquidityCode,RawLiquidity,Account,Trader,MarketCenter,OrderID,ExecID,TransactionType
Toy,2021-Nov-05 13:31:01.743644,MSFT,100,337.490000,0.120000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081113,,FILL
Toy,2021-Nov-05 13:31:09.886263,MSFT,-200,337.690000,1.752851,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081114,,FILL
Toy,2021-Nov-05 13:31:42.676598,MSFT,200,337.530000,0.240000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081115,,FILL
Toy,2021-Nov-05 13:31:57.312059,MSFT,-50,337.540000,0.438045,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081116,,FILL
Toy,2021-Nov-05 13:31:57.485666,MSFT,-7,337.540000,0.061326,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081116,,FILL
Toy,2021-Nov-05 13:31:57.721696,MSFT,-10,337.540000,0.087609,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081116,,FILL
Toy,2021-Nov-05 13:32:31.156751,MSFT,67,337.150000,0.080400,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081117,,FILL
Toy,2021-Nov-05 13:33:00.544408,MSFT,-48,337.090000,0.420039,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081118,,FILL
Toy,2021-Nov-05 13:33:00.544410,MSFT,-2,337.090000,0.017502,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081118,,FILL
Toy,2021-Nov-05 13:34:01.975390,MSFT,-150,336.790000,1.311614,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081120,,FILL
Toy,2021-Nov-05 13:34:13.121836,MSFT,200,336.840000,0.240000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081121,,FILL
Toy,2021-Nov-05 13:35:00.667558,MSFT,-200,336.890000,1.749267,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081122,,FILL
Toy,2021-Nov-05 13:36:00.682288,MSFT,200,336.930000,0.240000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081123,,FILL
Toy,2021-Nov-05 13:36:04.886844,MSFT,-200,336.910000,1.749357,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081124,,FILL
Toy,2021-Nov-05 13:36:49.622874,MSFT,100,337.010000,0.120000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081125,,FILL
Toy,2021-Nov-05 13:36:49.656107,MSFT,100,337.010000,0.120000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081125,,FILL
Toy,2021-Nov-05 13:36:50.171885,MSFT,-50,337.040000,0.437485,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081126,,FILL
Toy,2021-Nov-05 13:36:50.172263,MSFT,-150,337.040000,1.312454,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081126,,FILL
Toy,2021-Nov-05 13:41:03.718765,MSFT,200,337.110000,0.240000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081127,,FILL
Toy,2021-Nov-05 13:46:15.834511,MSFT,-200,337.060000,1.750029,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081128,,FILL
Toy,2021-Nov-05 13:46:26.659899,MSFT,2,336.960000,0.002400,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081129,,FILL
Toy,2021-Nov-05 13:46:26.743868,MSFT,198,336.960000,0.237600,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081129,,FILL
Toy,2021-Nov-05 13:46:32.176637,MSFT,-100,336.850000,0.874544,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081130,,FILL
Toy,2021-Nov-05 13:48:54.965563,MSFT,-100,336.870000,0.874589,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081134,,FILL
Toy,2021-Nov-05 13:48:57.407269,MSFT,200,336.870000,0.240000,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081135,,FILL
Toy,2021-Nov-05 13:49:38.613455,MSFT,-100,336.590000,0.873962,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081136,,FILL
Toy,2021-Nov-05 13:50:00.149632,MSFT,-100,336.660000,0.874118,ADDED,0,,SIM-1001-101,dlariviere,NASDAQ,367709330081138,,FILL
